Paper,Authors,Journal,Peer_reviewed,Year,Link,Experiment_location,Sex,Group,Genus,Species,Strain,Wing_length,Wing_length_info,Rearing_temperature_condition,Temp_data,Rearing_temperature_note,Rearing_density,Larvae_diet,Larval_diet_data,Photoperiod,Notes
siRNA-Mediated Silencing of doublesex during Female Development of the Dengue Vector Mosquito Aedes aegypti,Mysore K.; Sun L.; Tomchaney M.; Sullivan G.; Adams H.; Piscoya A.S.; Severson D.W.; Syed Z.; Duman-Scheel M.,PLOS Neglected Tropical Diseases,Y,2015,https://doi.org/10.1371/journal.pntd.0004213,Lab,Female,Aedes aegypti,Aedes,aegypti,LVP-IB12,3.2,,26,Y,26,,Single diet,N,"12L, 12D",
Effect of Parental Photoperiod on Body Size and Developmental Time of Aedes aegypti (Diptera: Culicidae) in Buenos Aires City,Loetti V.; De Majo M.S.; Campos R.E.; Di Battista C.M.; Fischer S. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab026,Lab,Male,Aedes aegypti,Aedes,aegypti,Buenos Aires City,2.4,,17,Y,17,,Single diet,N,"12L, 12D",
Effect of Parental Photoperiod on Body Size and Developmental Time of Aedes aegypti (Diptera: Culicidae) in Buenos Aires City,Loetti V.; De Majo M.S.; Campos R.E.; Di Battista C.M.; Fischer S. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab026,Lab,Male,Aedes aegypti,Aedes,aegypti,Buenos Aires City,2.6,,17,Y,17,,Single diet,N,"12L, 12D",
Effect of Parental Photoperiod on Body Size and Developmental Time of Aedes aegypti (Diptera: Culicidae) in Buenos Aires City,Loetti V.; De Majo M.S.; Campos R.E.; Di Battista C.M.; Fischer S. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab026,Lab,Male,Aedes aegypti,Aedes,aegypti,Buenos Aires City,2,,23,Y,23,,Single diet,N,"12L, 12D",
Effect of Parental Photoperiod on Body Size and Developmental Time of Aedes aegypti (Diptera: Culicidae) in Buenos Aires City,Loetti V.; De Majo M.S.; Campos R.E.; Di Battista C.M.; Fischer S. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab026,Lab,Male,Aedes aegypti,Aedes,aegypti,Buenos Aires City,2.1,,23,Y,23,,Single diet,N,"12L, 12D",
Effect of Parental Photoperiod on Body Size and Developmental Time of Aedes aegypti (Diptera: Culicidae) in Buenos Aires City,Loetti V.; De Majo M.S.; Campos R.E.; Di Battista C.M.; Fischer S. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab026,Lab,Female,Aedes aegypti,Aedes,aegypti,Buenos Aires City,3.1,,17,Y,17,,Single diet,N,"12L, 12D",
Effect of Parental Photoperiod on Body Size and Developmental Time of Aedes aegypti (Diptera: Culicidae) in Buenos Aires City,Loetti V.; De Majo M.S.; Campos R.E.; Di Battista C.M.; Fischer S. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab026,Lab,Female,Aedes aegypti,Aedes,aegypti,Buenos Aires City,3.1,,17,Y,17,,Single diet,N,"12L, 12D",
Effect of Parental Photoperiod on Body Size and Developmental Time of Aedes aegypti (Diptera: Culicidae) in Buenos Aires City,Loetti V.; De Majo M.S.; Campos R.E.; Di Battista C.M.; Fischer S. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab026,Lab,Female,Aedes aegypti,Aedes,aegypti,Buenos Aires City,2.4,,23,Y,23,,Single diet,N,"12L, 12D",
Effect of Parental Photoperiod on Body Size and Developmental Time of Aedes aegypti (Diptera: Culicidae) in Buenos Aires City,Loetti V.; De Majo M.S.; Campos R.E.; Di Battista C.M.; Fischer S. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjab026,Lab,Female,Aedes aegypti,Aedes,aegypti,Buenos Aires City,2.6,,23,Y,23,,Single diet,N,"12L, 12D",
Different demographic responses of three species of container Aedes (Diptera: Culicidae) larvae to timing of extrinsic mortality,Juliano S.A.; McIntire K.M.; Nichols H.O.; Canizela C.C.; Frederick K.M.,Journal of Medical Entomology,Y,2024,https://doi.org/10.1093/jme/tjad129,Lab,Female,Aedes aegypti,Aedes,aegypti,New Orleans/Vero Beach,2.27,"2.27 mean, 0.11 SD",25,Y,25,,Single diet,N,"14L, 10D",
Transgenic line for characterizing GABA-receptor expression to study the neural basis of olfaction in the yellow-fever mosquito,Rouyar A.; Patil A.A.; Leon-Noreña M.; Li M; Coutinho-Abreu I.V.; Akbari O.S.; Riffell J.A.,Frontiers in Physiology,Y,2024,https://doi.org/10.3389/fphys.2024.1381164,Lab,Male,Aedes aegypti,Aedes,aegypti,Liverpool,2.2,,27,Y,27,,Single diet,N,"12L, 12D",
Transgenic line for characterizing GABA-receptor expression to study the neural basis of olfaction in the yellow-fever mosquito,Rouyar A.; Patil A.A.; Leon-Noreña M.; Li M; Coutinho-Abreu I.V.; Akbari O.S.; Riffell J.A.,Frontiers in Physiology,Y,2024,https://doi.org/10.3389/fphys.2024.1381164,Lab,Female,Aedes aegypti,Aedes,aegypti,Liverpool,2.85,,27,Y,27,,Single diet,N,"12L, 12D",
Carryover effects of larval exposure to different environmental bacteria drive adult trait variation in a mosquito vector,Dickson L.B.; Jiolle D.; Minard G.; Moltini-Conclois I.; Volant S.; Ghozlane A.; Bouchier C.; Ayala D.; Paupy C.; Moro C.V.; Lambrechts L.,Science Advances,Y,2017,https://doi.org/10.1126/sciadv.1700585,Lab,Female,Aedes aegypti,Aedes,aegypti,"Kamphaeng Phet Province, Thailand",2.4,,27,Y,27,,Single diet,N,"12L, 12D",
Black soldier fly (Hermetia illucens) larvae powder as a larval diet ingredient for mass-rearing Aedes mosquitoes,Mamai W.; Somda N.S.B.; Maiga H.; Konczal A.; Wallner T.; Bakhoum M.T.; Yamada H.; Bouyer J.,Parasite,Y,2019,https://doi.org/10.1051/parasite/2019059,Lab,Male,Aedes aegypti,Aedes,aegypti,Juazeiro,2.15,,28,Y,28,,Single diet,N,"12L, 12D",
Black soldier fly (Hermetia illucens) larvae powder as a larval diet ingredient for mass-rearing Aedes mosquitoes,Mamai W.; Somda N.S.B.; Maiga H.; Konczal A.; Wallner T.; Bakhoum M.T.; Yamada H.; Bouyer J.,Parasite,Y,2019,https://doi.org/10.1051/parasite/2019059,Lab,Female,Aedes aegypti,Aedes,aegypti,Juazeiro,2.65,,28,Y,28,,Single diet,N,"12L, 12D",
Size Alters Susceptibility of Vectors to Dengue Virus Infection and Dissemination,Alto B.W.; Reiskind M.H.; L Philip Lounibos L.P.,The American Journal of Tropical Medicine and Hygeine,Y,2009,https://doi.org/10.4269/ajtmh.2008.79.688,Lab,Female,Aedes aegypti,Aedes,aegypti,Rockefeller,2.69,"2.69 mean, 0.01 SD",28,Y,28,,Single diet,N,"14L, 10D",
The effect of photoperiod on life history and blood-feeding activity in Aedes albopictus and Aedes aegypti (Diptera: Culicidae),Costanzo K.S.; Schelble S.; Jerz K.; Keenan M.,Journal of Vector Ecology,Y,2015,https://doi.org/10.1111/jvec.12146,Lab,Female,Aedes aegypti,Aedes,aegypti,Miami,2.58,"2.58 mean, 0.02 SD",25,Y,25,,Single diet,N,"10L,14D",
The effect of photoperiod on life history and blood-feeding activity in Aedes albopictus and Aedes aegypti (Diptera: Culicidae),Costanzo K.S.; Schelble S.; Jerz K.; Keenan M.,Journal of Vector Ecology,Y,2015,https://doi.org/10.1111/jvec.12146,Lab,Female,Aedes aegypti,Aedes,aegypti,Miami,2.49,"2.49 mean, 0.02 SD",25,Y,25,,Single diet,N,"12L,12D",
The effect of photoperiod on life history and blood-feeding activity in Aedes albopictus and Aedes aegypti (Diptera: Culicidae),Costanzo K.S.; Schelble S.; Jerz K.; Keenan M.,Journal of Vector Ecology,Y,2015,https://doi.org/10.1111/jvec.12146,Lab,Female,Aedes aegypti,Aedes,aegypti,Miami,2.53,"2.53 mean, 0.02 SD",25,Y,25,,Single diet,N,"14L,10D",
Population-specific responses to developmental temperature in the arboviral vector Aedes albopictus: Implications for climate change,Carlassara M.; Khorramnejad A.; Oker H.; Bahrami R.; Lozada-Chávez A. N.; Mancini M. V.; Quaranta S.; Body M. J. A.; Lahondère C.; Bonizzoni M.,Global Change Biology,Y,2024,https://doi.org/10.1111/gcb.17226,Lab,Female,Aedes albopictus,Aedes,albopictus,Foshan,3.04,"3.04 mean, 0.14 SD",18,Y,18,,Single diet,N,"12L, 12D",
Population-specific responses to developmental temperature in the arboviral vector Aedes albopictus: Implications for climate change,Carlassara M.; Khorramnejad A.; Oker H.; Bahrami R.; Lozada-Chávez A. N.; Mancini M. V.; Quaranta S.; Body M. J. A.; Lahondère C.; Bonizzoni M.,Global Change Biology,Y,2024,https://doi.org/10.1111/gcb.17227,Lab,Female,Aedes albopictus,Aedes,albopictus,Foshan,2.51,"2.51 mean, 0.15 SD",28,Y,28,,Single diet,N,"12L, 12D",
Population-specific responses to developmental temperature in the arboviral vector Aedes albopictus: Implications for climate change,Carlassara M.; Khorramnejad A.; Oker H.; Bahrami R.; Lozada-Chávez A. N.; Mancini M. V.; Quaranta S.; Body M. J. A.; Lahondère C.; Bonizzoni M.,Global Change Biology,Y,2024,https://doi.org/10.1111/gcb.17228,Lab,Female,Aedes albopictus,Aedes,albopictus,Foshan,2.53,"2.53 mean, 0.14 SD",32,Y,32,,Single diet,N,"12L, 12D",
Population-specific responses to developmental temperature in the arboviral vector Aedes albopictus: Implications for climate change,Carlassara M.; Khorramnejad A.; Oker H.; Bahrami R.; Lozada-Chávez A. N.; Mancini M. V.; Quaranta S.; Body M. J. A.; Lahondère C.; Bonizzoni M.,Global Change Biology,Y,2024,https://doi.org/10.1111/gcb.17229,Lab,Female,Aedes albopictus,Aedes,albopictus,Crema,3.32,"3.32 mean, 0.18 SD",18,Y,18,,Single diet,N,"12L, 12D",
Population-specific responses to developmental temperature in the arboviral vector Aedes albopictus: Implications for climate change,Carlassara M.; Khorramnejad A.; Oker H.; Bahrami R.; Lozada-Chávez A. N.; Mancini M. V.; Quaranta S.; Body M. J. A.; Lahondère C.; Bonizzoni M.,Global Change Biology,Y,2024,https://doi.org/10.1111/gcb.17230,Lab,Female,Aedes albopictus,Aedes,albopictus,Crema,2.89,"2.89 mean, 0.18 SD",28,Y,28,,Single diet,N,"12L, 12D",
Population-specific responses to developmental temperature in the arboviral vector Aedes albopictus: Implications for climate change,Carlassara M.; Khorramnejad A.; Oker H.; Bahrami R.; Lozada-Chávez A. N.; Mancini M. V.; Quaranta S.; Body M. J. A.; Lahondère C.; Bonizzoni M.,Global Change Biology,Y,2024,https://doi.org/10.1111/gcb.17231,Lab,Female,Aedes albopictus,Aedes,albopictus,Crema,2.6,"2.60 mean, 0.11 SD",32,Y,32,,Single diet,N,"12L, 12D",
"Effect of cage size on Aedes albopictus wing length, survival and
egg production",Pudar D.; Puggioli A.; Balestrino F.; Sy V.; Carrieri M.; Bellini R.; Petri? D. ,Heliyon,Y,2021,https://doi.org/10.1016/j.heliyon.2021.e07381,Lab,Male,Aedes albopictus,Aedes,albopictus,RER,2.13,"2.13 mean, 0.13 SD",28,Y,28,64L cage,Single diet,N,"14L, 10D",
"Effect of cage size on Aedes albopictus wing length, survival and
egg production",Pudar D.; Puggioli A.; Balestrino F.; Sy V.; Carrieri M.; Bellini R.; Petri? D. ,Heliyon,Y,2021,https://doi.org/10.1016/j.heliyon.2021.e07382,Lab,Male,Aedes albopictus,Aedes,albopictus,RER,2.08,"2.08 mean, 0.15 SD",28,Y,28,200L cage,Single diet,N,"14L, 10D",
"Effect of cage size on Aedes albopictus wing length, survival and
egg production",Pudar D.; Puggioli A.; Balestrino F.; Sy V.; Carrieri M.; Bellini R.; Petri? D. ,Heliyon,Y,2021,https://doi.org/10.1016/j.heliyon.2021.e07383,Lab,Male,Aedes albopictus,Aedes,albopictus,RER,2.1,"2.1 mean, 0.14 SD",28,Y,28,650L cage,Single diet,N,"14L, 10D",
"Effect of cage size on Aedes albopictus wing length, survival and
egg production",Pudar D.; Puggioli A.; Balestrino F.; Sy V.; Carrieri M.; Bellini R.; Petri? D. ,Heliyon,Y,2021,https://doi.org/10.1016/j.heliyon.2021.e07384,Lab,Female,Aedes albopictus,Aedes,albopictus,RER,2.59,"2.59 mean, 0.16 SD",28,Y,28,64L cage,Single diet,N,"14L, 10D",
"Effect of cage size on Aedes albopictus wing length, survival and
egg production",Pudar D.; Puggioli A.; Balestrino F.; Sy V.; Carrieri M.; Bellini R.; Petri? D. ,Heliyon,Y,2021,https://doi.org/10.1016/j.heliyon.2021.e07385,Lab,Female,Aedes albopictus,Aedes,albopictus,RER,2.52,"2.52 mean, 0.20 SD",28,Y,28,200L cage,Single diet,N,"14L, 10D",
"Effect of cage size on Aedes albopictus wing length, survival and
egg production",Pudar D.; Puggioli A.; Balestrino F.; Sy V.; Carrieri M.; Bellini R.; Petri? D. ,Heliyon,Y,2021,https://doi.org/10.1016/j.heliyon.2021.e07386,Lab,Female,Aedes albopictus,Aedes,albopictus,RER,2.54,"2.54 mean, 0.18 SD",28,Y,28,650L cage,Single diet,N,"14L, 10D",
Sublethal effects of oregano essential oil and its major compound carvacrol on biological parameters of Aedes albopictus (Diptera: Culicidae),Giatropoulos A.; Karamaouna F.; Ampatzi A.; Papachristos D.; Michaelakis A.,Experimental Parasitology,Y,2022,https://doi.org/10.1016/j.exppara.2022.108392,Lab,Female,Aedes albopictus,Aedes,albopictus,"Benaki Phytopathological Institute, Kifissia, Greece",2.17,"2.17 mean, 0.021 SE",26.5,Y,26.5,,Single diet,N,,
Sublethal effects of oregano essential oil and its major compound carvacrol on biological parameters of Aedes albopictus (Diptera: Culicidae),Giatropoulos A.; Karamaouna F.; Ampatzi A.; Papachristos D.; Michaelakis A.,Experimental Parasitology,Y,2022,https://doi.org/10.1016/j.exppara.2022.108392,Lab,Male,Aedes albopictus,Aedes,albopictus,"Benaki Phytopathological Institute, Kifissia, Greece",1.78,"1.78 mean, 0.015 SE",26.5,Y,26.5,,Single diet,N,,
Assessment of Aedes albopictus (Skuse) (Diptera: Culicidae) clutch size in wild and laboratory populations,Davis T.J.; Kline D.L.; Kaufman P.E.,Journal of Vector Ecology,Y,2016,https://doi.org/10.1111/jvec.12188,Lab,Female,Aedes albopictus,Aedes,albopictus,"Alachua County, Florida",2.75,"2.75 mean, 0.03 SE",25,Y,25,1 larva/3ml,Single diet,N,"12L, 12D",
Assessment of Aedes albopictus (Skuse) (Diptera: Culicidae) clutch size in wild and laboratory populations,Davis T.J.; Kline D.L.; Kaufman P.E.,Journal of Vector Ecology,Y,2016,https://doi.org/10.1111/jvec.12188,Lab,Female,Aedes albopictus,Aedes,albopictus,"Alachua County, Florida",2.57,"2.57 mean, 0.04 SE",25,Y,25,3 larvae/3ml,Single diet,N,"12L, 12D",
Assessment of Aedes albopictus (Skuse) (Diptera: Culicidae) clutch size in wild and laboratory populations,Davis T.J.; Kline D.L.; Kaufman P.E.,Journal of Vector Ecology,Y,2016,https://doi.org/10.1111/jvec.12188,Lab,Female,Aedes albopictus,Aedes,albopictus,"Alachua County, Florida",2.35,"2.35 mean, 0.05 SE",25,Y,25,5 larvae/3ml,Single diet,N,"12L, 12D",
Assessment of Aedes albopictus (Skuse) (Diptera: Culicidae) clutch size in wild and laboratory populations,Davis T.J.; Kline D.L.; Kaufman P.E.,Journal of Vector Ecology,Y,2016,https://doi.org/10.1111/jvec.12188,Lab,Female,Aedes albopictus,Aedes,albopictus,"Alachua County, Florida",2.23,"2.23 mean, 0.04 SE",25,Y,25,7 larvae/3ml,Single diet,N,"12L, 12D",
Assessment of Aedes albopictus (Skuse) (Diptera: Culicidae) clutch size in wild and laboratory populations,Davis T.J.; Kline D.L.; Kaufman P.E.,Journal of Vector Ecology,Y,2016,https://doi.org/10.1111/jvec.12188,Lab,Female,Aedes albopictus,Aedes,albopictus,"Alachua County, Florida",2.04,"2.04 mean, 0.05 SE",25,Y,25,9 larvae/3ml,Single diet,N,"12L, 12D",
EVALUATION OF SUBLETHAL EFFECTS OF Ipomoea cairica LINN. EXTRACT ON LIFE HISTORY TRAITS OF DENGUE VECTORS,Zuharah W.F.; Ahbirami R.; Dieng H.; Thiagaletchumi M.; Fadzly N.,Journal of the Institute of Tropical Medicine of São Paulo,Y,2016,https://doi.org/10.1590/S1678-9946201658044,Lab,Female,Aedes albopictus,Aedes,albopictus,University of Science Malaysia,2.3,"2.3 mean, 0.05 SD",28,Y,28,,Single diet,N,,
EVALUATION OF SUBLETHAL EFFECTS OF Ipomoea cairica LINN. EXTRACT ON LIFE HISTORY TRAITS OF DENGUE VECTORS,Zuharah W.F.; Ahbirami R.; Dieng H.; Thiagaletchumi M.; Fadzly N.,Journal of the Institute of Tropical Medicine of São Paulo,Y,2016,https://doi.org/10.1590/S1678-9946201658044,Lab,Male,Aedes albopictus,Aedes,albopictus,University of Science Malaysia,2.04,"2.04 mean, 0.03 SD",28,Y,28,,Single diet,N,,
Pupal Mass and Wing Length as Indicators of Fecundity in Aedes albopictus and Aedes geniculatus (Diptera: Culicidae) ,Armbruster P; Hutchinson R.A.,Journal of Medical Entomology,Y,2002,https://doi.org/10.1603/0022-2585-39.4.699,Mixed,Female,Aedes albopictus,Aedes,albopictus,"Vero Beach, FL",2.56,"2.56 mean, 0.22 SD",21,Y,21,,Single diet,N,"18L, 6D",
Differences in male Aedes aegypti and Aedes albopictus hearing systems facilitate recognition of conspecific female flight tones,Loh Y.M.; Xu Y.Y.J.; Lee T.T.; Ohashi T.S.; Zhang Y.D.; Eberl D.F.; Su M.P.;Kamikouchi A.,iScience,Y,2024,https://doi.org/10.1016/j.isci.2024.110264,Lab,Female,Aedes albopictus,Aedes,albopictus,Foshan,2.91,"2.91 mean, 0.01 SD",28,Y,28,,Single diet,N,"12L, 12D",
Differences in male Aedes aegypti and Aedes albopictus hearing systems facilitate recognition of conspecific female flight tones,Loh Y.M.; Xu Y.Y.J.; Lee T.T.; Ohashi T.S.; Zhang Y.D.; Eberl D.F.; Su M.P.;Kamikouchi A.,iScience,Y,2024,https://doi.org/10.1016/j.isci.2024.110264,Lab,Male,Aedes albopictus,Aedes,albopictus,Foshan,2.35,"2.35 mean, 0.11 SD",28,Y,28,,Single diet,N,"12L, 12D",
Colonized Aedes albopictus and its sexual performance in the wild: implications for SIT technology and containment,"Hamady D.; Ruslan N.B.; Ahmad A.H.; Rawi C.S.M.; Ahmad H.; Satho T.; Miake F.; Zuharah W.F.; FuKumitsu Y., Saad A.R.; Rajasaygar S.; Vargas R.E.M.: Ab Majid A.H.; Fadzly N.; Ghani I.A.; AbuBakar  S.",Parasites & Vectors,Y,2013,https://doi.org/10.1186/1756-3305-6-206,Lab,Female,Aedes albopictus,Aedes,albopictus,VCRU,2.64,"2.64 mean, 0.017 SE",29,Y,29,,Single diet,N,,
Colonized Aedes albopictus and its sexual performance in the wild: implications for SIT technology and containment,"Hamady D.; Ruslan N.B.; Ahmad A.H.; Rawi C.S.M.; Ahmad H.; Satho T.; Miake F.; Zuharah W.F.; FuKumitsu Y., Saad A.R.; Rajasaygar S.; Vargas R.E.M.: Ab Majid A.H.; Fadzly N.; Ghani I.A.; AbuBakar  S.",Parasites & Vectors,Y,2013,https://doi.org/10.1186/1756-3305-6-206,Lab,Male,Aedes albopictus,Aedes,albopictus,VCRU,2.51,"2.51 mean, 0.017 SE",29,Y,29,,Single diet,N,,
Black soldier fly (Hermetia illucens) larvae powder as a larval diet ingredient for mass-rearing Aedes mosquitoes,Mamai W.; Somda N.S.B.; Maiga H.; Konczal A.; Wallner T.; Bakhoum M.T.; Yamada H.; Bouyer J.,Parasite,Y,2019,https://doi.org/10.1051/parasite/2019059,Lab,Male,Aedes albopictus,Aedes,albopictus,Rimini,2.05,,28,Y,28,,Single diet,N,"12L, 12D",
Black soldier fly (Hermetia illucens) larvae powder as a larval diet ingredient for mass-rearing Aedes mosquitoes,Mamai W.; Somda N.S.B.; Maiga H.; Konczal A.; Wallner T.; Bakhoum M.T.; Yamada H.; Bouyer J.,Parasite,Y,2019,https://doi.org/10.1051/parasite/2019059,Lab,Female,Aedes albopictus,Aedes,albopictus,Rimini,2.55,,28,Y,28,,Single diet,N,"12L, 12D",
Size Alters Susceptibility of Vectors to Dengue Virus Infection and Dissemination,Alto B.W.; Reiskind M.H.; L Philip Lounibos L.P.,The American Journal of Tropical Medicine and Hygeine,Y,2009,https://doi.org/10.4269/ajtmh.2008.79.688,Lab,Female,Aedes albopictus,Aedes,albopictus,Lake Charles,2.62,"2.62 mean, 0.01 SD",28,Y,28,,Single diet,N,"14L, 10D",
Temperature Effects on the Dynamics of Aedes albopictus (Diptera: Culicidae) Populations in the Laboratory,Alto B.W.; Juliano S.A.,Journal of Medical Entomology,Y,2001,https://doi.org/10.1603/0022-2585-38.4.548,Lab,Female,Aedes albopictus,Aedes,albopictus,"St. Louis, IL",2.63,"2.63 mean, 0.09 SD",22,Y,22,,Single diet,N,"16L, 8D",
Temperature Effects on the Dynamics of Aedes albopictus (Diptera: Culicidae) Populations in the Laboratory,Alto B.W.; Juliano S.A.,Journal of Medical Entomology,Y,2001,https://doi.org/10.1603/0022-2585-38.4.548,Lab,Female,Aedes albopictus,Aedes,albopictus,"St. Louis, IL",2.58,"2.58 mean, 0.05 SD",24,Y,24,,Single diet,N,"16L, 8D",
Temperature Effects on the Dynamics of Aedes albopictus (Diptera: Culicidae) Populations in the Laboratory,Alto B.W.; Juliano S.A.,Journal of Medical Entomology,Y,2001,https://doi.org/10.1603/0022-2585-38.4.548,Lab,Female,Aedes albopictus,Aedes,albopictus,"St. Louis, IL",2.53,"2.53 mean, 0,14 SD",26,Y,26,,Single diet,N,"16L, 8D",
The effect of photoperiod on life history and blood-feeding activity in Aedes albopictus and Aedes aegypti (Diptera: Culicidae),Costanzo K.S.; Schelble S.; Jerz K.; Keenan M.,Journal of Vector Ecology,Y,2015,https://doi.org/10.1111/jvec.12146,Lab,Female,Aedes albopictus,Aedes,albopictus,Miami,2.265,"2.265 mean, 0.03 SD",25,Y,25,,Single diet,N,"10L,14D",
The effect of photoperiod on life history and blood-feeding activity in Aedes albopictus and Aedes aegypti (Diptera: Culicidae),Costanzo K.S.; Schelble S.; Jerz K.; Keenan M.,Journal of Vector Ecology,Y,2015,https://doi.org/10.1111/jvec.12146,Lab,Female,Aedes albopictus,Aedes,albopictus,Miami,2.122,"2.122 mean, 0.04 SD",25,Y,25,,Single diet,N,"12L,12D",
The effect of photoperiod on life history and blood-feeding activity in Aedes albopictus and Aedes aegypti (Diptera: Culicidae),Costanzo K.S.; Schelble S.; Jerz K.; Keenan M.,Journal of Vector Ecology,Y,2015,https://doi.org/10.1111/jvec.12146,Lab,Female,Aedes albopictus,Aedes,albopictus,Miami,2.156,"2.156 mean, 0.04 SD",25,Y,25,,Single diet,N,"14L,10D",
Population Growth Rates of Aedes atropalpus (Diptera: Culicidae) Are Depressed at Lower Temperatures Where Aedes japonicus japonicus (Diptera: Culicidae) Are Naturally Abundant in Rock Pools,Day C.A.; Armstrong E.G.; Byrd B.D. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjaa183,Lab,Female,Aedes atropalpus,Aedes,atropalpus,"Chatooga River, Rabun County, GA",3.22,"3.22 mean, 3.07-3.42 range",19,Y,19,,Single diet,N,,
Population Growth Rates of Aedes atropalpus (Diptera: Culicidae) Are Depressed at Lower Temperatures Where Aedes japonicus japonicus (Diptera: Culicidae) Are Naturally Abundant in Rock Pools,Day C.A.; Armstrong E.G.; Byrd B.D. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjaa183,Lab,Female,Aedes atropalpus,Aedes,atropalpus,"Chatooga River, Rabun County, GA",3.29,"3.29 mean, 3.28-3.32 range",25,Y,25,,Single diet,N,,
Population Growth Rates of Aedes atropalpus (Diptera: Culicidae) Are Depressed at Lower Temperatures Where Aedes japonicus japonicus (Diptera: Culicidae) Are Naturally Abundant in Rock Pools,Day C.A.; Armstrong E.G.; Byrd B.D. ,Journal of Medical Entomology,Y,2021,https://doi.org/10.1093/jme/tjaa183,Lab,Female,Aedes atropalpus,Aedes,atropalpus,"Chatooga River, Rabun County, GA",3.04,"3.04 mean, 2.98-3.13 range",31,Y,31,,Single diet,N,,
Plasticity in mosquito size and thermal tolerance across alatitudinal climate gradient,Lyberger K.; Farner J. E.; Couper L.; Mordecai E. A. ,Journal of Animal Ecology,Y,2024,https://doi.org/10.1111/1365-2656.14149,Lab,Male,Aedes sierrensis ,Aedes,sierrensis ,Southern California to Northern Oregon,2.75,,13,Y,13,,Single diet,N,,
Plasticity in mosquito size and thermal tolerance across alatitudinal climate gradient,Lyberger K.; Farner J. E.; Couper L.; Mordecai E. A. ,Journal of Animal Ecology,Y,2024,https://doi.org/10.1111/1365-2656.14149,Lab,Male,Aedes sierrensis ,Aedes,sierrensis ,Southern California to Northern Oregon,2.7,,17,Y,17,,Single diet,N,,
Plasticity in mosquito size and thermal tolerance across alatitudinal climate gradient,Lyberger K.; Farner J. E.; Couper L.; Mordecai E. A. ,Journal of Animal Ecology,Y,2024,https://doi.org/10.1111/1365-2656.14149,Lab,Male,Aedes sierrensis ,Aedes,sierrensis ,Southern California to Northern Oregon,2.6,,24,Y,24,,Single diet,N,,
Plasticity in mosquito size and thermal tolerance across alatitudinal climate gradient,Lyberger K.; Farner J. E.; Couper L.; Mordecai E. A. ,Journal of Animal Ecology,Y,2024,https://doi.org/10.1111/1365-2656.14149,Lab,Male,Aedes sierrensis ,Aedes,sierrensis ,Southern California to Northern Oregon,2.5,,28,Y,28,,Single diet,N,,
Plasticity in mosquito size and thermal tolerance across alatitudinal climate gradient,Lyberger K.; Farner J. E.; Couper L.; Mordecai E. A. ,Journal of Animal Ecology,Y,2024,https://doi.org/10.1111/1365-2656.14149,Lab,Female,Aedes sierrensis ,Aedes,sierrensis ,Southern California to Northern Oregon,3.3,,13,Y,13,,Single diet,N,,
Plasticity in mosquito size and thermal tolerance across alatitudinal climate gradient,Lyberger K.; Farner J. E.; Couper L.; Mordecai E. A. ,Journal of Animal Ecology,Y,2024,https://doi.org/10.1111/1365-2656.14149,Lab,Female,Aedes sierrensis ,Aedes,sierrensis ,Southern California to Northern Oregon,3.31,,17,Y,17,,Single diet,N,,
Plasticity in mosquito size and thermal tolerance across alatitudinal climate gradient,Lyberger K.; Farner J. E.; Couper L.; Mordecai E. A. ,Journal of Animal Ecology,Y,2024,https://doi.org/10.1111/1365-2656.14149,Lab,Female,Aedes sierrensis ,Aedes,sierrensis ,Southern California to Northern Oregon,3.1,,24,Y,24,,Single diet,N,,
Plasticity in mosquito size and thermal tolerance across alatitudinal climate gradient,Lyberger K.; Farner J. E.; Couper L.; Mordecai E. A. ,Journal of Animal Ecology,Y,2024,https://doi.org/10.1111/1365-2656.14149,Lab,Female,Aedes sierrensis ,Aedes,sierrensis ,Southern California to Northern Oregon,2.8,,28,Y,28,,Single diet,N,,
"Manure and mosquitoes: life history traits of two malaria vector species enhanced by larval exposure to cow dung, whilst chicken dung has a strong negative effect",Hardy H.; Hopkins R.; Mnyone L.; Hawkes F.M.,Parasites & Vectors,Y,2022,https://doi.org/10.1186/s13071-022-05601-3,Lab,Male,Anopheles arabiensis,Anopheles,arabiensis,Dongola,2.81,,27.5,Y,27.5,,Single diet,N,"12L, 12D",
"Manure and mosquitoes: life history traits of two malaria vector species enhanced by larval exposure to cow dung, whilst chicken dung has a strong negative effect",Hardy H.; Hopkins R.; Mnyone L.; Hawkes F.M.,Parasites & Vectors,Y,2022,https://doi.org/10.1186/s13071-022-05601-3,Lab,Female,Anopheles arabiensis,Anopheles,arabiensis,Dongola,3.12,,27.5,Y,27.5,,Single diet,N,"12L, 12D",
